scene_id,acq_time_utc,lon,lat,bbox_w_m,bbox_h_m,length_class_m,confidence,aspect_ratio,wake_flag,range_km,detector,nir_snr,size_class,fill,width_m,n_px,n_years_at_cell,transient
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.212334,48.837016,6.0,9.0,9.0,0.7276,1.5,0,5.466,B,9.24,0-12m,0.8333,6.0,5,3,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.212374,48.836885,5.7,15.1,15.1,0.6334,2.65,1,5.457,B,7.47,12-24m,0.6303,5.7,6,2,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.281607,48.835346,3.0,6.0,6.0,0.5689,2.0,0,2.364,B,6.46,0-12m,1.0,3.0,2,1,1
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.213436,48.835992,40.5,133.2,133.2,0.9993,3.29,1,5.342,B,39.82,>24m,0.5538,40.5,332,5,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.212576,48.836382,3.0,6.0,6.0,0.6272,2.0,0,5.418,B,7.37,0-12m,1.0,3.0,2,4,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.261059,48.835293,9.0,15.0,15.0,0.9458,1.67,0,2.665,B,17.9,12-24m,0.8667,9.0,13,1,1
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.212631,48.836233,5.7,15.1,15.1,0.6888,2.65,1,5.407,B,8.46,12-24m,0.6303,5.7,6,4,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.213242,48.83618,6.0,6.0,6.0,0.7431,1.0,0,5.365,B,9.57,0-12m,1.0,6.0,4,4,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.212704,48.836029,4.9,18.2,18.2,0.6427,3.71,1,5.392,B,7.63,12-24m,0.6065,4.9,6,4,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.212777,48.835839,4.9,18.2,18.2,0.6562,3.71,1,5.378,B,7.86,12-24m,0.6065,4.9,6,3,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.212854,48.835665,6.0,15.0,15.0,0.7239,2.5,1,5.364,B,9.16,12-24m,0.7,6.0,7,5,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.215537,48.83507,24.0,30.0,30.0,0.9572,1.25,0,5.158,B,19.12,>24m,0.6625,24.0,53,3,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.343956,48.832246,3.0,6.0,6.0,0.598,2.0,0,5.224,B,6.9,0-12m,1.0,3.0,2,1,1
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.216764,48.834517,25.2,31.8,31.8,0.9862,1.26,0,5.05,B,24.85,>24m,0.6065,25.2,54,6,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.215288,48.83422,5.1,7.2,7.2,0.662,1.41,0,5.133,B,7.96,0-12m,0.7279,5.1,3,5,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.214995,48.834203,6.0,6.0,6.0,0.6365,1.0,0,5.152,B,7.52,0-12m,1.0,6.0,4,5,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.242606,48.83354,6.0,12.0,12.0,0.8957,2.0,0,3.389,B,14.5,12-24m,0.875,6.0,7,1,1
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.310469,48.832167,3.0,6.0,6.0,0.5672,2.0,0,3.095,B,6.43,0-12m,1.0,3.0,2,1,1
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.256173,48.833,3.0,6.0,6.0,0.6063,2.0,0,2.647,B,7.03,0-12m,1.0,3.0,2,2,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.215049,48.833112,18.0,18.0,18.0,0.7348,1.0,0,5.097,B,9.39,12-24m,0.6111,18.0,22,6,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.240732,48.832046,6.0,15.0,15.0,0.7643,2.5,1,3.397,B,10.07,12-24m,0.8,6.0,8,6,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.218388,48.83249,12.0,15.0,15.0,0.7986,1.25,0,4.845,B,10.95,12-24m,0.7,12.0,14,6,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.218639,48.83239,16.3,25.8,25.8,0.9612,1.58,0,4.824,B,19.61,>24m,0.7079,16.3,33,6,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.243948,48.831554,15.0,18.0,18.0,0.984,1.2,0,3.175,B,24.1,12-24m,0.8333,15.0,25,3,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.248967,48.830764,13.8,19.6,19.6,0.962,1.42,0,2.833,B,19.72,12-24m,0.6633,13.8,20,5,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.24326,48.830854,15.1,20.4,20.4,0.9385,1.36,0,3.169,B,17.25,12-24m,0.701,15.1,24,6,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.219108,48.831077,28.5,41.2,41.2,0.9836,1.45,0,4.733,B,23.97,>24m,0.6912,28.5,90,6,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.251969,48.830437,3.0,6.0,6.0,0.5794,2.0,0,2.644,B,6.62,0-12m,1.0,3.0,2,5,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.244612,48.830275,41.8,79.1,79.1,0.9996,1.89,0,3.051,B,42.83,>24m,0.6456,41.8,237,6,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.243912,48.830581,7.2,7.2,7.2,0.6576,1.0,0,3.112,B,7.89,0-12m,0.6863,7.2,4,6,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.218747,48.831068,4.3,9.7,9.7,0.6833,2.24,0,4.757,B,8.35,0-12m,0.6406,4.3,3,6,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.243207,48.830355,19.0,30.6,30.6,0.778,1.61,0,3.14,B,10.4,>24m,0.5871,19.0,38,6,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.251623,48.830169,8.1,23.1,23.1,0.7707,2.83,1,2.643,B,10.22,12-24m,0.5749,8.1,12,6,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.24276,48.830208,25.6,31.4,31.4,0.7697,1.23,0,3.158,B,10.2,>24m,0.4939,25.6,44,6,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.218889,48.830777,11.5,15.7,15.7,0.6996,1.37,0,4.735,B,8.66,12-24m,0.6477,11.5,13,6,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.252524,48.830039,16.4,23.1,23.1,0.6875,1.41,0,2.584,B,8.43,12-24m,0.4504,16.4,19,5,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.252277,48.830013,7.0,9.7,9.7,0.6982,1.38,0,2.596,B,8.64,0-12m,0.5279,7.0,4,5,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.252661,48.829911,3.0,7.2,7.2,0.5672,2.41,0,2.567,B,6.43,0-12m,0.8284,3.0,2,5,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.243761,48.830012,13.4,27.7,27.7,0.7533,2.06,0,3.085,B,9.81,>24m,0.46,13.4,19,6,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.244552,48.829893,6.6,15.4,15.4,0.5997,2.32,0,3.03,B,6.93,12-24m,0.5293,6.6,6,6,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.242014,48.82997,5.7,11.0,11.0,0.5828,1.94,0,3.188,B,6.67,0-12m,0.7166,5.7,5,6,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.339545,48.827963,3.0,6.0,6.0,0.6287,2.0,0,4.752,B,7.39,0-12m,1.0,3.0,2,1,1
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.284408,48.82907,3.0,6.0,6.0,0.6982,2.0,0,1.714,B,8.64,0-12m,1.0,3.0,2,2,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.244797,48.829862,7.0,9.7,9.7,0.5845,1.38,0,3.013,B,6.69,0-12m,0.6598,7.0,5,3,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.252773,48.829679,3.0,6.0,6.0,0.5402,2.0,0,2.544,B,6.04,0-12m,1.0,3.0,2,6,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.244281,48.829768,9.4,17.8,17.8,0.7477,1.91,0,3.038,B,9.68,12-24m,0.6462,9.4,12,6,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.243874,48.82957,20.4,27.1,27.1,0.9064,1.33,0,3.05,B,15.07,>24m,0.5838,20.4,36,6,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.243576,48.829522,14.2,21.8,21.8,0.7022,1.54,0,3.065,B,8.72,12-24m,0.6689,14.2,23,6,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.271575,48.828886,5.9,18.3,18.3,0.6427,3.09,1,1.706,B,7.63,12-24m,0.5831,5.9,7,1,1
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.252513,48.829168,12.1,37.2,37.2,0.7522,3.08,1,2.52,B,9.78,>24m,0.5814,12.1,29,4,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.252393,48.82887,8.4,19.1,19.1,0.8562,2.28,0,2.505,B,12.79,12-24m,0.6759,8.4,12,4,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.252157,48.828854,4.3,9.7,9.7,0.7214,2.24,0,2.517,B,9.11,0-12m,0.6406,4.3,3,4,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.239087,48.828947,3.0,6.0,6.0,0.5689,2.0,0,3.312,B,6.46,0-12m,1.0,3.0,2,5,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.239267,48.828876,6.0,9.0,9.0,0.5742,1.5,0,3.297,B,6.54,0-12m,1.0,6.0,6,5,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.218361,48.829184,9.0,15.0,15.0,0.662,1.67,0,4.705,B,7.96,12-24m,0.7333,9.0,11,5,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.25327,48.828441,3.0,6.0,6.0,0.6112,2.0,0,2.425,B,7.11,0-12m,1.0,3.0,2,4,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.219192,48.829116,4.3,9.7,9.7,0.5759,2.24,0,4.645,B,6.56,0-12m,0.6406,4.3,3,6,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.253325,48.828305,4.9,18.2,18.2,0.6176,3.71,1,2.412,B,7.21,12-24m,0.6065,4.9,6,4,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.244065,48.828483,6.0,12.0,12.0,0.5619,2.0,0,2.972,B,6.36,12-24m,0.625,6.0,5,5,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.218542,48.828901,19.1,27.1,27.1,0.8469,1.42,0,4.681,B,12.45,>24m,0.5207,19.1,30,5,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.24346,48.82838,18.8,19.6,19.6,0.9934,1.04,0,3.004,B,28.54,12-24m,0.6821,18.8,28,5,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.25338,48.828169,3.0,6.0,6.0,0.624,2.0,0,2.399,B,7.32,0-12m,1.0,3.0,2,4,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.252197,48.828219,3.0,6.0,6.0,0.5759,2.0,0,2.469,B,6.56,0-12m,1.0,3.0,2,3,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.253416,48.82806,3.0,6.0,6.0,0.6888,2.0,0,2.389,B,8.46,0-12m,1.0,3.0,2,4,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.252233,48.828111,3.0,6.0,6.0,0.6224,2.0,0,2.46,B,7.29,0-12m,1.0,3.0,2,3,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.219402,48.828613,6.0,12.0,12.0,0.7465,2.0,0,4.611,B,9.65,12-24m,0.75,6.0,6,3,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.218795,48.828547,12.0,36.0,36.0,0.736,3.0,1,4.65,B,9.42,>24m,0.4375,12.0,21,5,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.220037,48.828492,3.0,6.0,6.0,0.5583,2.0,0,4.563,B,6.3,0-12m,1.0,3.0,2,4,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.219819,48.828381,7.0,11.0,11.0,0.6208,1.57,0,4.573,B,7.26,0-12m,0.5797,7.0,5,4,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.219687,48.828432,3.0,6.0,6.0,0.5794,2.0,0,4.584,B,6.62,0-12m,1.0,3.0,2,4,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.221083,48.828279,9.0,9.0,9.0,0.5963,1.0,0,4.482,B,6.87,0-12m,0.6667,9.0,6,3,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.22054,48.828307,3.0,6.0,6.0,0.5913,2.0,0,4.521,B,6.8,0-12m,1.0,3.0,2,4,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.220383,48.82826,12.0,21.0,21.0,0.7675,1.75,0,4.53,B,10.14,12-24m,0.5357,12.0,15,4,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.219976,48.827985,13.7,13.7,13.7,0.8348,1.0,0,4.547,B,12.04,12-24m,0.7158,13.7,15,3,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.222092,48.827819,3.0,9.0,9.0,0.6502,3.0,1,4.395,B,7.76,0-12m,1.0,3.0,3,6,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.221736,48.827766,25.8,40.6,40.6,0.9385,1.57,0,4.418,B,17.25,>24m,0.5158,25.8,60,6,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.212569,48.827732,9.0,9.0,9.0,0.6396,1.0,0,5.054,B,7.58,0-12m,0.7778,9.0,7,4,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.212329,48.827434,9.0,15.0,15.0,0.6562,1.67,0,5.061,B,7.86,12-24m,0.6667,9.0,10,3,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.243264,48.826828,3.0,6.0,6.0,0.6749,2.0,0,2.93,B,8.2,0-12m,1.0,3.0,2,3,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.345709,48.824275,3.0,6.0,6.0,0.5565,2.0,0,5.077,B,6.28,0-12m,1.0,3.0,2,1,1
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.224149,48.826341,28.5,45.4,45.4,0.991,1.6,0,4.198,B,27.01,>24m,0.6336,28.5,91,6,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.222263,48.826286,15.6,38.4,38.4,0.7276,2.46,0,4.327,B,9.24,>24m,0.4207,15.6,28,4,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.223699,48.82597,15.5,31.3,31.3,0.8469,2.02,0,4.216,B,12.45,>24m,0.7246,15.5,39,4,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.225657,48.825636,57.0,69.0,69.0,0.9991,1.21,0,4.068,B,38.6,>24m,0.7048,57.0,308,6,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.223378,48.825931,3.0,6.0,6.0,0.6517,2.0,0,4.237,B,7.78,0-12m,1.0,3.0,2,4,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.211612,48.825632,3.0,6.0,6.0,0.6411,2.0,0,5.058,B,7.6,0-12m,1.0,3.0,2,4,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.212975,48.825192,5.8,12.5,12.5,0.5547,2.14,0,4.949,B,6.25,12-24m,0.6164,5.8,5,4,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.212814,48.825255,6.0,9.0,9.0,0.6792,1.5,0,4.962,B,8.28,0-12m,0.8333,6.0,5,1,1
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.225214,48.824938,4.3,12.4,12.4,0.6591,2.85,1,4.076,B,7.91,12-24m,0.6692,4.3,4,4,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.225039,48.824914,7.7,13.4,13.4,0.6956,1.74,0,4.087,B,8.59,12-24m,0.6921,7.7,8,3,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.213124,48.82515,6.0,9.0,9.0,0.6063,1.5,0,4.937,B,7.03,0-12m,0.6667,6.0,4,4,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.212798,48.825177,3.0,7.2,7.2,0.5511,2.41,0,4.961,B,6.2,0-12m,0.8284,3.0,2,5,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.213139,48.825035,3.0,6.0,6.0,0.5493,2.0,0,4.933,B,6.17,0-12m,1.0,3.0,2,4,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.213257,48.824925,3.0,6.0,6.0,0.6063,2.0,0,4.921,B,7.03,0-12m,1.0,3.0,2,4,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.213393,48.824774,3.0,6.0,6.0,0.5565,2.0,0,4.908,B,6.28,0-12m,1.0,3.0,2,6,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.2133,48.824433,9.4,11.5,11.5,0.603,1.23,0,4.905,B,6.98,0-12m,0.5858,9.4,7,6,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.226075,48.824071,3.0,6.0,6.0,0.5828,2.0,0,3.988,B,6.67,0-12m,1.0,3.0,2,5,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.213909,48.824126,8.4,19.1,19.1,0.6749,2.28,0,4.854,B,8.2,12-24m,0.6195,8.4,11,3,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.225688,48.823743,24.0,33.0,33.0,0.9904,1.38,0,4.005,B,26.69,>24m,0.7614,24.0,67,5,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.215339,48.823927,3.0,9.0,9.0,0.6517,3.0,1,4.747,B,7.78,0-12m,1.0,3.0,3,5,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.214909,48.823922,6.0,6.0,6.0,0.624,1.0,0,4.777,B,7.32,0-12m,1.0,6.0,4,5,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.214084,48.823849,8.4,9.7,9.7,0.6013,1.16,0,4.835,B,6.95,0-12m,0.554,8.4,5,3,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.215065,48.823743,3.0,6.0,6.0,0.5583,2.0,0,4.762,B,6.3,0-12m,1.0,3.0,2,4,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.224884,48.823487,6.0,9.0,9.0,0.6664,1.5,0,4.055,B,8.04,0-12m,1.0,6.0,6,4,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.216055,48.82255,3.0,6.0,6.0,0.593,2.0,0,4.663,B,6.82,0-12m,1.0,3.0,2,5,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.21854,48.822285,9.4,17.8,17.8,0.5947,1.91,0,4.478,B,6.85,12-24m,0.5923,9.4,11,4,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.218731,48.82206,7.2,9.4,9.4,0.6224,1.29,0,4.459,B,7.29,0-12m,0.5308,7.2,4,5,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.216514,48.82184,3.0,6.0,6.0,0.5997,2.0,0,4.615,B,6.93,0-12m,1.0,3.0,2,5,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.233015,48.821274,5.1,7.2,7.2,0.79,1.41,0,3.416,B,10.71,0-12m,0.7279,5.1,3,1,1
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.223595,48.821129,17.8,30.6,30.6,0.9267,1.71,0,4.089,B,16.34,>24m,0.7585,17.8,46,6,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.223105,48.820861,25.5,43.8,43.8,0.9934,1.72,0,4.119,B,28.59,>24m,0.6217,25.5,77,6,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.226966,48.820562,53.2,70.4,70.4,0.9992,1.32,0,3.834,B,39.02,>24m,0.6509,53.2,271,6,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.219253,48.820937,3.0,9.0,9.0,0.5565,3.0,1,4.399,B,6.28,0-12m,1.0,3.0,3,5,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.222453,48.82074,5.1,9.4,9.4,0.6381,1.83,0,4.164,B,7.55,0-12m,0.7507,5.1,4,2,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.230679,48.819594,20.1,32.8,32.8,0.943,1.63,0,3.547,B,17.64,>24m,0.5871,20.1,43,5,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.231884,48.819114,3.0,6.0,6.0,0.6079,2.0,0,3.451,B,7.06,0-12m,1.0,3.0,2,4,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.2788,48.818101,3.0,9.0,9.0,0.6096,3.0,1,0.436,B,7.08,0-12m,1.0,3.0,3,1,1
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.278837,48.818006,3.0,6.0,6.0,0.5913,2.0,0,0.425,B,6.8,0-12m,1.0,3.0,2,1,1
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.232669,48.818799,37.2,39.1,39.1,0.9967,1.05,0,3.388,B,31.96,>24m,0.6368,37.2,103,5,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.278873,48.817911,3.0,9.0,9.0,0.6749,3.0,1,0.415,B,8.2,0-12m,1.0,3.0,3,1,1
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.220372,48.818958,6.0,6.0,6.0,0.5879,1.0,0,4.285,B,6.74,0-12m,1.0,6.0,4,5,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.233489,48.817819,5.1,7.2,7.2,0.5724,1.41,0,3.314,B,6.51,0-12m,0.7279,5.1,3,3,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.229373,48.817803,13.7,17.8,17.8,0.7048,1.29,0,3.614,B,8.77,12-24m,0.5905,13.7,16,5,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.278121,48.816644,3.0,6.0,6.0,0.5511,2.0,0,0.272,B,6.2,0-12m,1.0,3.0,2,1,1
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.233419,48.817316,3.0,6.0,6.0,0.6096,2.0,0,3.313,B,7.08,0-12m,1.0,3.0,2,6,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.229646,48.817303,9.0,18.0,18.0,0.79,2.0,0,3.588,B,10.71,12-24m,0.8333,9.0,15,6,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.229502,48.817329,5.1,7.2,7.2,0.6256,1.41,0,3.599,B,7.34,0-12m,0.7279,5.1,3,6,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.234013,48.817181,6.0,9.0,9.0,0.6562,1.5,0,3.268,B,7.86,0-12m,0.8333,6.0,5,5,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.233768,48.817134,7.2,15.5,15.5,0.624,2.16,0,3.285,B,7.32,12-24m,0.6495,7.2,8,6,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.227312,48.816358,9.0,9.0,9.0,0.8926,1.0,0,3.751,B,14.35,0-12m,0.8889,9.0,8,2,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.225273,48.81586,22.0,25.8,25.8,0.9375,1.17,0,3.897,B,17.17,>24m,0.6517,22.0,41,1,1
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.290401,48.814376,3.0,6.0,6.0,0.5672,2.0,0,0.891,B,6.43,0-12m,1.0,3.0,2,1,1
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.210809,48.815728,3.0,9.0,9.0,0.603,3.0,1,4.958,B,6.98,0-12m,1.0,3.0,3,2,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.210877,48.815541,6.6,16.1,16.1,0.7202,2.42,0,4.952,B,9.08,12-24m,0.6738,6.6,8,2,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.210917,48.815402,3.0,9.0,9.0,0.6192,3.0,1,4.949,B,7.24,0-12m,1.0,3.0,3,2,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.210974,48.815307,6.0,6.0,6.0,0.6079,1.0,0,4.944,B,7.06,0-12m,1.0,6.0,4,3,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.23482,48.814662,5.1,7.2,7.2,0.7164,1.41,0,3.192,B,9.0,0-12m,0.7279,5.1,3,2,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.21314,48.808801,5.1,9.4,9.4,0.5845,1.83,0,4.822,B,6.69,0-12m,0.7507,5.1,4,2,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.21327,48.808744,7.2,7.2,7.2,0.6457,1.0,0,4.813,B,7.68,0-12m,0.6863,7.2,4,2,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.213497,48.808664,6.0,9.0,9.0,0.5742,1.5,0,4.798,B,6.54,0-12m,0.8333,6.0,5,2,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.214115,48.808448,7.2,16.3,16.3,0.7009,2.28,0,4.756,B,8.69,12-24m,0.6164,7.2,8,2,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.214852,48.808242,5.1,13.6,13.6,0.6427,2.66,1,4.705,B,7.63,12-24m,0.7749,5.1,6,2,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.215033,48.808184,6.0,6.0,6.0,0.6915,1.0,0,4.693,B,8.51,0-12m,1.0,6.0,4,2,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.215255,48.808126,3.0,6.0,6.0,0.6319,2.0,0,4.678,B,7.45,0-12m,1.0,3.0,2,2,0
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.269341,48.806398,4.3,12.4,12.4,0.6272,2.85,1,1.088,B,7.37,12-24m,0.6692,4.3,4,1,1
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.284669,48.806042,3.0,6.0,6.0,0.5776,2.0,0,1.022,B,6.59,0-12m,1.0,3.0,2,1,1
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.284705,48.805946,3.0,9.0,9.0,0.6144,3.0,1,1.032,B,7.16,0-12m,1.0,3.0,3,1,1
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.269383,48.806267,5.1,7.2,7.2,0.6013,1.41,0,1.098,B,6.95,0-12m,0.7279,5.1,3,1,1
20200730_192942_71_1059,2020-07-30T19:29:42.712659Z,-125.269432,48.806154,3.0,6.0,6.0,0.598,2.0,0,1.106,B,6.9,0-12m,1.0,3.0,2,1,1
